小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,,,
东郊小镇第八街区,江宁,375,30992元/平米,4室2厅1厨2卫,中楼层 (共4层),121㎡,跃层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/12/7,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
府西街21号,秦淮,176,35853元/平米,2室1厅1厨1卫,低楼层 (共6层),49.09㎡,平层,41.97㎡,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,70年,2018/3/3,房改房,2015/7/10,普通住宅,满两年,非共有,"
                                有抵押 55万元 公积金 业主自还
                              ",已上传房本照片,,,
紫藤苑,玄武,155,24219元/平米,2室1厅1厨1卫,低楼层 (共7层),64㎡,平层,暂无数据,板楼,西,砖混结构,其他,一梯四户,暂无数据,70年,2017/9/21,房改房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
仙龙湾山庄,栖霞,465,38725元/平米,3室2厅1厨2卫,高楼层 (共6层),120.08㎡,平层,102.19㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017/12/5,商品房,2013/5/9,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,
高科荣境,栖霞,620,42177元/平米,4室2厅1厨2卫,高楼层 (共11层),147㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,其他,一梯两户,有,70年,2017/1/8,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                有抵押 65万元 客户偿还
                              ",未上传房本照片,,,
雯锦雅苑,玄武,315,29202元/平米,3室2厅1厨1卫,中楼层 (共17层),107.87㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,70年,2017/11/5,商品房,2008/6/18,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
白玉兰公寓,秦淮,275,34294元/平米,2室2厅1厨1卫,高楼层 (共7层),80.19㎡,平层,68.13㎡,板楼,东 西,钢混结构,精装,一梯两户,有,70年,2017/9/27,商品房,2009/11/10,普通住宅,满五年,非共有,"
                                有抵押 15万元
                              ",已上传房本照片,,,
宋都美域沁园,建邺,620,50138元/平米,3室2厅1厨2卫,低楼层 (共18层),123.66㎡,平层,102.12㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2017/11/21,商品房,2009/12/28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
春江新城新河苑一期,雨花台,220,23756元/平米,3室1厅1厨1卫,高楼层 (共11层),92.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯三户,有,70年,2017/12/9,经济适用房,2016/8/6,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
方园兰庭,栖霞,335,31312元/平米,3室2厅1厨1卫,低楼层 (共6层),106.99㎡,平层,1㎡,板楼,南,钢混结构,其他,一梯两户,暂无数据,70年,2018/1/12,商品房,2004/11/22,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
弘阳旭日上城二区,浦口,268,22571元/平米,3室2厅1厨1卫,低楼层 (共33层),118.74㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯三户,有,70年,2018/3/1,商品房,2018/2/9,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
金纺园,栖霞,208,27767元/平米,2室1厅1厨1卫,中楼层 (共6层),74.91㎡,平层,65.35㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/10/28,动迁安置房,2010/2/23,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
吉祥花园,栖霞,200,23063元/平米,2室2厅1厨1卫,中楼层 (共6层),86.72㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2018/1/1,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
将军塘,秦淮,175,25857元/平米,2室1厅1厨1卫,中楼层 (共7层),67.68㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/12/18,商品房,2014/3/21,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
玲珑翠谷,栖霞,305,31541元/平米,2室2厅1厨1卫,低楼层 (共6层),96.7㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/1/31,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
东郊小镇第五街区,江宁,78,18800元/平米,1室1厅1厨1卫,低楼层 (共16层),41.49㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯十户,有,70年,2017/9/9,商品房,2016/7/22,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
胜泰新寓,江宁,268,21297元/平米,3室2厅1厨1卫,中楼层 (共6层),125.84㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017/2/12,商品房,2009/11/26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,,,
百家湖西花园巴黎城,江宁,332,27308元/平米,3室2厅1厨2卫,中楼层 (共7层),121.58㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2018/1/3,商品房,2008/6/18,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
旭日景城,鼓楼,251,31084元/平米,2室2厅1厨1卫,高楼层 (共6层),80.75㎡,暂无数据,68.15㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2017/10/18,商品房,2010/9/29,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
晏公庙新村,玄武,155,17412元/平米,2室1厅1厨1卫,高楼层 (共6层),89.02㎡,暂无数据,80.22㎡,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017/5/26,商品房,2008/7/15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,
洪武路168号,秦淮,388,36953元/平米,3室2厅1厨2卫,高楼层 (共6层),105㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯一户,暂无数据,70年,2018/1/7,房改房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,
爱涛翠湖花园,江宁,350,24384元/平米,4室2厅1厨2卫,低楼层 (共9层),143.54㎡,暂无数据,126.72㎡,板楼,南,钢混结构,其他,一梯两户,有,70年,2017/12/21,商品房,2010/9/10,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
山水方舟,江宁,250,27240元/平米,2室2厅1厨1卫,高楼层 (共6层),91.78㎡,暂无数据,暂无数据,板楼,南 东北,钢混结构,其他,一梯两户,暂无数据,70年,2018/1/2,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
陶苑,江宁,188,21521元/平米,2室1厅1厨1卫,低楼层 (共11层),87.36㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,70年,2018/2/28,商品房,2012/11/9,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
万科璞悦山,浦口,205,24118元/平米,3室1厅1厨1卫,低楼层 (共8层),85㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,70年,2017/12/28,商品房,2016/12/1,普通住宅,未满两年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
21世纪假日花园,江宁,326,22905元/平米,4室2厅1厨2卫,低楼层 (共6层),142.33㎡,错层,128.04㎡,板楼,南,钢混结构,其他,一梯四户,暂无数据,70年,2018/1/31,房改房,2017/12/29,普通住宅,未满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
茶花里,建邺,173,33430元/平米,2室1厅1厨1卫,高楼层 (共6层),51.75㎡,暂无数据,44.53㎡,板楼,南 北,砖混结构,简装,一梯四户,暂无数据,70年,2016/10/14,商品房,2014/12/19,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
安怀新村,鼓楼,150,25871元/平米,2室1厅1厨1卫,高楼层 (共6层),57.98㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2018/2/27,商品房,2015/3/31,普通住宅,满两年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
四方新村三村,秦淮,180,23732元/平米,2室1厅1厨1卫,中楼层 (共14层),75.85㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯十户,有,70年,2018/3/15,动迁安置房,2009/8/24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
洪武大厦,秦淮,310,25720元/平米,2室1厅1厨1卫,低楼层 (共30层),120.53㎡,平层,暂无数据,板楼,东,钢混结构,其他,两梯四户,有,50年,民水,民电,2.6元/m3,2018/1/4,商品房,2012/3/11,商业办公类,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片
威尼斯水城第十六街区,浦口,216,19637元/平米,3室2厅1厨1卫,中楼层 (共33层),110㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,70年,2017/12/28,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
托乐嘉贵邻居,江宁,110,26830元/平米,1室0厅1厨1卫,中楼层 (共27层),41㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,两梯十六户,有,70年,2017/11/7,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
威尼斯水城第十街区,浦口,292,31054元/平米,2室2厅1厨1卫,低楼层 (共6层),94.03㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2016/9/10,商品房,2013/9/1,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,
春江新城沁顺坊,雨花台,245,25222元/平米,3室2厅1厨1卫,高楼层 (共6层),97.14㎡,跃层,81.64㎡,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2017/10/20,经济适用房,2010/8/5,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,
叠彩丽庭,建邺,535,42347元/平米,3室2厅1厨1卫,中楼层 (共6层),126.34㎡,平层,114㎡,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2018/3/16,商品房,2011/8/18,普通住宅,满五年,非共有,"
                                暂无数据
                              ",已上传房本照片,,,
明华清园,鼓楼,420,51126元/平米,2室1厅1厨1卫,低楼层 (共23层),82.15㎡,暂无数据,10㎡,板楼,西南,钢混结构,其他,两梯三户,有,70年,2018/1/20,商品房,2005/12/1,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
中垠紫金观邸,栖霞,338,31010元/平米,3室2厅1厨2卫,中楼层 (共13层),109㎡,平层,87.23㎡,塔楼,南 北,钢混结构,其他,一梯两户,暂无数据,70年,2018/1/16,商品房,暂无数据,普通住宅,暂无数据,暂无数据,"
                                暂无数据
                              ",未上传房本照片,,,
新模范马路9号,鼓楼,210,31149元/平米,2室2厅1厨1卫,中楼层 (共5层),67.42㎡,平层,60.49㎡,板楼,南,砖混结构,其他,一梯四户,暂无数据,70年,2018/3/10,房改房,2012/3/29,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
融侨世家,江宁,235,21653元/平米,4室1厅1厨1卫,低楼层 (共18层),108.53㎡,平层,87.1㎡,板楼,南 北,钢混结构,其他,两梯三户,有,70年,2017/10/4,商品房,2012/12/26,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,,,
